kyr_ce  kday       RECO_NT       RECO_DT        GPP_NT        GPP_DT           NEE         LE    LE_CORR   SWC_5cm  SWC_10cm  SWC_15cm  SWC_25cm sm_predict SWC_weighted
  YYYY 1-366 g C m-2 day-1 g C m-2 day-1 g C m-2 day-1 g C m-2 day-1 g C m-2 day-1      W m-2      W m-2         %         %         %         % (0.25m) mm    (0.25m) %
  2023     1           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023     2           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023     3           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023     4           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023     5           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023     6           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023     7           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023     8           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023     9           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    10           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    11           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    12           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    13           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    14           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    15           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    16           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    17           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    18           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    19           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    20           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    21           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    22           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    23           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    24           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    25           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    26           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    27           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    28           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    29           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    30           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    31           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    32           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    33           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    34           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    35           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    36           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    37           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    38           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    39           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    40           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    41           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    42           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    43           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    44           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    45           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    46           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    47           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    48           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    49           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    50           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    51           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    52           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    53           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    54           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    55           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    56           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    57           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
  2023    58           NaN           NaN           NaN           NaN           NaN        NaN        NaN       NaN       NaN       NaN       NaN        NaN          NaN
